PopulationProportionate,UniformRandom,Uniform,GA (1 week),GA (1 year),Random,AllCityCenter,MA,SLS
1845,1845,1931,1845,1845,1931,2148,1931,1845
1160,1160,1160,1160,1160,1160,1837,1160,1160
317,454,317,454,454,317,1288,317,454
1129,1101,1101,1129,1101,1101,1476,1129,1137
1147,1147,549,1172,1147,1147,1411,1147,549
1138,1138,1138,1138,1138,1138,2176,1138,1138
692,692,692,692,692,692,1873,692,692
1819,1819,1819,1819,1819,1819,2932,1819,1819
1028,667,667,667,667,1028,2607,1028,667
1286,1354,1354,1354,1354,1354,1354,1286,1354
418,418,418,418,418,418,490,418,418
5041,5129,5129,4579,4579,5041,5468,4579,4579
1164,1164,1164,1164,1164,1241,1442,1164,1177
219,219,219,219,219,219,648,219,219
677,677,677,677,677,677,677,677,677
688,688,688,688,688,688,817,688,688
1312,1312,1312,1312,1312,1312,1269,1312,1910
1547,1547,1547,1547,1547,1547,2422,1547,1547
416,416,416,416,416,416,416,416,416
461,506,461,506,461,461,798,461,506
854,1157,1396,854,860,854,860,854,860
712,712,1064,942,942,712,1557,712,942
1714,2416,2512,1714,2053,1714,1714,1714,1714
613,613,613,613,613,613,2553,613,613
855,1034,1034,516,1034,1034,855,508,508
253,253,253,253,253,253,253,492,253
829,1085,2420,1085,1085,829,1578,829,1085
497,1805,1963,750,1308,497,972,1805,497
177,177,177,177,177,177,1810,177,177
1175,1175,1175,1175,1175,1175,1175,1175,1175
1694,1018,1914,1694,2035,1694,2320,1018,1694
340,340,340,340,340,340,387,340,340
1161,1309,1161,1309,1161,1161,1173,1309,1161
735,735,735,735,758,735,1556,735,758
582,450,613,794,475,475,722,851,582
1300,1762,1784,1300,1060,1300,1060,1496,1060
241,241,241,241,241,241,1899,241,241
749,918,987,764,764,764,987,818,408
1451,308,959,308,308,308,1847,308,308
1836,1836,1836,1836,1836,1836,1836,1836,1836
469,528,363,469,528,469,288,288,288
871,871,871,871,871,871,871,871,871
1118,1242,1242,1118,1140,1118,416,1118,1218
1127,1519,2041,1519,1519,1127,954,2303,1519
241,241,241,241,241,241,241,241,241
516,809,809,516,516,516,1328,516,516
336,336,336,336,336,336,336,336,336
1605,1113,1764,1113,1113,1778,2096,1113,462
505,505,505,505,324,505,324,324,324
832,832,832,832,832,832,833,832,832
1580,1580,1580,1580,1580,2361,2361,1580,1580
690,690,690,690,690,690,690,690,690
1664,1610,1610,1610,1610,1610,2530,2164,2164
737,802,802,736,802,802,737,737,737
353,353,507,353,353,649,981,649,353
435,435,435,435,435,435,518,435,435
583,583,931,583,583,1123,782,583,583
416,416,416,416,416,416,416,416,416
367,367,367,367,367,367,367,367,367
365,365,365,365,365,496,365,479,365
651,778,651,651,651,778,652,651,651
1169,1543,1543,1067,1480,1869,1084,1543,1480
937,937,937,290,937,1180,419,937,937
723,1147,1059,723,1146,1146,940,723,940
509,950,950,509,509,950,857,636,509
900,1251,1266,1199,1251,1117,884,900,900
2230,1946,2230,1946,1946,1946,2282,1946,1946
827,827,827,1081,1242,827,896,827,1241
2705,3000,3000,3000,1527,2581,2539,2327,1527
825,825,1688,825,1259,825,1752,825,1259
251,251,99,251,99,251,99,99,99
2024,863,863,863,863,863,2024,863,2024
846,757,901,901,901,901,901,901,901
185,185,185,185,185,185,185,185,185
529,529,529,529,787,529,1216,966,787
1505,1505,1505,1505,1505,1505,3725,1505,1505
295,340,295,295,295,340,295,295,295
452,452,452,452,452,452,1178,452,452
353,534,593,534,534,534,353,534,534
582,953,823,1008,1008,582,1417,582,582
272,272,272,272,272,272,272,272,272
290,450,450,290,450,514,450,631,450
260,500,696,260,500,441,260,500,500
472,472,472,472,472,472,472,472,472
824,1123,824,824,824,824,1178,824,1123
509,509,509,509,509,509,1874,509,509
1403,1808,1870,1808,1870,1808,1934,1808,1934
319,319,319,319,319,319,319,319,319
743,743,743,743,743,1361,1917,743,743
692,692,692,692,692,692,692,692,692
446,676,446,446,446,446,446,446,446
879,534,879,534,534,534,879,534,534
495,314,495,495,495,495,314,314,314
1153,1153,1153,1153,1153,1153,1239,1153,1153
469,469,517,469,517,469,518,469,469
437,595,595,437,595,496,256,437,256
331,331,331,331,331,331,331,331,331
438,438,438,438,438,438,438,438,438
590,590,590,590,590,590,1946,590,590
1151,1151,1151,1151,1151,1707,1707,1151,1151
513,513,513,513,513,513,513,513,513
1458,1458,1458,1458,1458,1458,3128,1458,1458
563,1009,1009,1009,1009,1009,1053,563,1009
269,269,450,269,269,269,269,269,269
940,940,1006,940,940,940,941,940,940
1201,1201,1201,1287,1201,1201,1636,1287,1201
674,674,674,674,674,674,900,674,674
844,1183,1183,844,1183,1183,1183,844,1183
665,703,703,703,665,665,750,665,665
2380,2380,2380,2380,2380,2380,2517,2389,2380
1453,1453,1794,1453,1453,1794,2127,1809,1453
992,992,992,992,992,992,1438,992,992
360,360,360,360,360,360,653,360,360
268,268,268,268,268,268,268,268,268
762,762,762,762,762,762,1107,762,762
907,907,907,907,907,962,1770,962,907
597,597,597,597,597,597,644,597,597
588,588,588,588,588,588,1769,588,588
428,428,428,428,428,428,428,428,428
3082,3082,3082,3082,3082,3082,3082,3082,3082
329,329,329,329,329,329,804,569,329
531,531,531,531,531,531,706,531,531
3320,3498,3789,3320,3498,3789,3726,3498,3320
430,430,430,430,430,430,1188,430,430
693,889,889,889,889,889,986,889,889
415,451,451,451,451,451,737,451,737
610,610,610,610,610,610,1119,610,610
339,339,339,339,339,339,1121,339,339
552,552,552,552,552,552,1106,552,552
1065,1065,1065,1065,1065,1065,1836,1385,1385
736,736,736,736,736,736,1524,736,736
494,1142,1417,494,494,494,1252,494,1142
465,465,465,465,465,465,837,465,465
461,461,461,461,461,461,510,461,461
719,768,768,719,719,768,1058,719,719
291,403,403,403,403,291,329,518,329
3926,4107,4107,3926,3926,4107,3926,3926,3926
636,714,714,714,714,636,803,714,636
428,428,477,477,428,477,399,428,476
488,830,961,562,562,562,525,562,488
759,982,982,650,650,982,852,650,759
408,756,756,756,756,756,756,408,408
1575,1575,1575,1575,1575,1575,2437,1575,1575
453,453,453,453,453,453,655,958,958
441,441,441,441,441,441,984,441,673
1750,1750,1750,1750,1750,1750,1750,1750,1750
868,868,868,868,868,965,1502,868,868
537,537,537,537,537,537,968,537,537
2103,2103,2103,2103,2103,2103,3277,2103,2103
1621,1621,1621,1621,1621,1621,1622,1621,1621
335,335,335,335,335,335,335,335,335
149,149,149,149,149,149,149,149,149
440,440,440,440,440,440,2379,440,440
788,788,788,788,788,788,879,788,788
660,660,711,711,660,711,822,660,711
388,388,388,388,388,388,417,417,417
204,448,448,448,448,448,467,467,467
1236,1236,1236,1236,1236,1236,2943,1236,1236
2582,2582,2582,2582,2582,2582,3376,2582,2582
1912,1912,1926,1912,1912,1926,2190,1912,1926
555,555,555,555,555,555,1789,555,555
566,566,566,566,566,566,566,566,566
290,468,468,468,468,468,696,468,468
2685,2685,2685,2685,2685,2685,3564,2906,3071
833,833,833,833,833,833,1331,833,833
814,814,814,814,814,814,2251,814,814
814,814,814,814,814,814,814,814,814
2078,785,785,785,785,785,2740,785,785
8754,8935,8994,8754,8754,8994,8754,8754,8754
477,477,477,477,477,477,786,477,477
743,743,743,743,743,743,2267,743,743
443,443,443,443,443,443,485,443,443
1109,1109,1109,1109,1109,1109,1522,1109,1109
565,566,711,566,565,711,614,565,440
788,788,788,788,788,788,1325,788,788
486,537,537,486,486,537,575,486,486
862,862,906,862,862,1300,909,862,862
544,866,866,546,544,866,546,546,544
579,1193,1200,759,640,1200,640,1014,640
1847,1847,1847,1847,1847,1847,2856,1847,1847
1176,1582,1354,1582,1176,1354,1582,1582,1176
565,565,580,565,565,580,580,565,565
288,288,288,288,288,1134,1689,288,288
741,741,741,741,741,741,1039,741,741
921,921,1068,921,1289,921,1289,1289,921
179,179,179,179,179,179,1535,179,179
1063,1063,1063,437,437,1063,1056,437,437
1162,1162,1162,1162,1162,1216,1863,1162,1162
637,637,637,637,637,637,3031,637,637
811,877,877,812,811,811,812,811,812
594,594,959,594,594,594,941,594,594
1543,1544,1544,1544,1544,1544,1544,1543,1543
999,999,999,999,999,999,1839,999,999
2431,2063,2431,1283,1283,2431,2431,2431,2431
2063,2431,2063,2431,2431,2063,2881,1283,2063
2133,1590,561,1590,1590,1590,3160,561,1590
3781,3781,3781,3155,3155,3781,4336,3155,3155
522,522,522,522,522,522,899,522,522
1699,1699,1699,1699,1699,1699,2860,1699,1699
2801,2801,2982,2801,2801,2982,2801,2801,2801
1790,1422,1422,1422,1422,1422,1821,1422,1422
684,684,684,684,684,684,1384,684,684
1926,1926,1926,1926,1926,1902,2696,1926,2323
415,415,415,415,415,415,595,415,415
1087,1087,1087,1087,1087,1087,1376,1087,1087
626,718,626,718,626,626,626,626,626
942,942,942,942,942,942,1048,942,942
1341,1423,1341,1341,1341,1341,1851,1341,1423
862,862,862,862,897,1031,1516,862,1031
873,873,1429,1303,1303,752,1367,1303,1367
938,1470,1470,537,537,896,1470,1470,1470
514,797,533,797,713,797,2205,533,797
1042,1101,232,1042,232,1101,232,1042,1042
2208,2517,2574,2208,2208,2280,2208,2517,2208
722,305,722,305,722,722,1438,305,305
813,813,813,813,813,813,1487,973,813
383,786,786,786,786,383,786,786,786
826,795,1204,171,171,826,1091,795,795
765,765,765,765,765,765,3740,765,765
2330,2900,3555,2456,2708,2394,2394,2708,2708
1390,1898,1390,1887,1390,1898,3071,1390,1898
788,915,915,858,915,858,788,915,1573
762,762,762,762,762,762,1199,762,762
694,1638,1638,1387,1093,694,913,1093,1736
719,620,870,620,620,719,515,620,620
1829,2427,2427,2427,2427,2105,1283,2427,2537
1610,3172,3172,2162,2162,2026,1382,2162,2162
3325,3325,3325,3325,3325,3325,3325,3325,3325
1318,1318,1461,673,526,951,894,1318,526
2455,1313,1313,1313,1313,1313,1313,1313,1313
1911,1911,1911,1911,1911,1911,1911,1911,1911
1549,618,618,618,618,618,618,618,618
1583,1699,1699,1699,1699,1699,1699,1699,1699
1286,2284,2284,2284,2284,2284,2284,2284,2284
1130,1130,1130,1130,1130,1130,1130,1130,1778
1961,1961,1961,1961,1961,1961,1961,1961,1401
1515,1515,1515,1515,1515,1515,1515,1515,1515
3937,3937,3937,3937,3937,3937,3937,3937,3937
2569,3431,3431,3431,3431,2569,3431,3431,3431
1109,1302,1302,1302,1302,1252,1302,1302,1302
556,556,556,556,556,556,689,804,556
655,655,655,655,655,655,474,655,751
3297,3297,3297,3297,3297,3297,3750,3297,3297
541,541,541,541,541,541,224,541,541
928,928,928,928,928,928,928,928,928
668,742,742,539,742,493,507,742,742
829,770,749,770,800,800,996,770,770
2325,2417,2417,2417,2417,2417,2375,2211,2417
586,906,906,906,906,906,247,906,906
555,637,637,637,637,703,703,637,703
636,610,610,610,610,636,624,610,772
609,523,523,523,523,609,1238,523,523
271,887,1062,271,1062,271,1062,271,1037
1087,1087,1033,1033,1033,1567,1759,1033,1087
1559,1534,1534,1534,1534,1534,1799,1433,1534
619,861,861,861,861,861,861,861,861
218,218,218,218,218,218,324,218,218
516,516,516,516,516,516,623,516,516
207,357,357,357,357,207,357,207,357
306,306,306,306,306,306,306,306,306
430,864,864,1078,864,1078,1121,430,925
332,1294,332,864,332,864,2298,332,560
1441,1441,569,1408,1408,1579,2499,1441,1154
549,549,549,549,549,549,781,709,549
938,938,938,938,938,938,1067,938,998
609,609,609,609,609,1232,1806,1232,609
266,266,266,266,266,266,266,266,266
776,776,1186,776,776,1186,1340,1186,776
436,436,436,436,436,436,317,436,436
539,594,594,594,539,594,539,539,539
1730,1292,593,593,593,593,2073,593,1292
535,657,657,535,535,535,443,535,443
542,660,660,542,542,542,635,542,542
1238,1297,1297,1238,1297,1297,1183,1297,1183
1226,1589,1226,1226,1226,1226,2718,1226,1589
150,150,150,150,150,150,150,150,150
543,546,543,543,543,543,981,543,543
1396,1396,808,1396,808,1396,1973,1396,1396
846,846,846,846,846,1196,1609,846,846
1038,1038,1038,1038,1198,1038,1777,1038,1198
1701,1701,1701,1701,1701,1701,1701,1701,1701
746,746,746,746,746,746,1192,746,746
629,1004,1286,1286,1033,629,1400,1286,1286
744,744,744,744,744,744,2065,744,744
1335,1335,1335,1335,1335,1335,1368,1335,1335
265,265,265,265,265,265,265,265,265
889,889,889,889,889,1325,1394,889,889
1048,1048,670,1048,670,1048,2307,1048,1048
947,947,947,947,947,947,947,947,947
859,859,859,859,859,1000,1339,859,859
490,668,668,668,490,490,896,668,490
2258,659,659,659,1350,659,3293,659,659
665,665,665,665,665,665,665,665,665
390,390,390,390,390,390,390,390,390
481,481,481,481,685,481,1242,481,685
648,648,648,648,648,648,709,648,648
563,563,563,563,563,563,563,563,563
263,335,335,335,263,335,263,263,263
404,404,404,404,404,404,1078,704,404
526,526,526,526,526,526,1787,526,526
946,946,946,946,946,946,1062,946,946
838,838,838,838,838,838,1241,838,838
2994,2830,2026,2830,2830,2830,3963,2830,2830
962,962,962,962,962,962,1825,962,962
183,183,183,183,183,183,410,183,183
636,636,636,636,636,636,795,636,636
520,520,520,520,520,520,1447,520,520
697,697,697,697,697,697,1383,697,697
2911,2284,1652,2284,2284,2284,3437,2284,2339
688,688,688,881,881,588,1173,688,881
599,599,599,599,599,599,952,599,599
445,445,445,445,445,445,758,445,445
678,678,678,678,678,678,1441,678,879
863,1327,1327,863,1327,863,1626,1327,1327
507,507,507,507,507,507,816,507,507
780,780,780,780,780,780,780,780,780
1014,1014,1014,1014,1014,1014,3321,1014,1014
497,409,409,409,409,497,503,409,503
544,544,544,544,544,544,1409,544,547
310,927,310,927,927,927,1484,927,927
570,570,909,570,570,562,909,570,570
542,542,746,542,542,542,467,542,542
1092,1360,1360,1092,1092,1092,1522,1092,1092
655,836,836,655,655,836,655,655,655
591,463,463,591,463,591,427,463,463
542,542,542,542,542,542,940,542,542
867,867,867,867,867,874,943,867,874
924,924,924,924,924,924,3613,924,924
598,598,598,598,598,598,1073,598,598
702,702,702,702,702,702,1258,702,702
637,637,637,637,637,637,1048,891,637
543,543,543,543,543,543,896,543,543
507,507,507,507,507,507,636,507,507
772,772,829,772,772,829,844,772,829
539,539,539,539,539,539,802,539,539
3238,3238,3238,3238,3238,3238,3238,3238,3238
917,917,917,886,917,917,1225,917,917
1111,1111,1111,1111,1111,1111,2045,1111,1111
919,919,919,919,919,919,1524,919,919
455,455,682,567,455,682,682,682,567
960,1140,1140,1140,1140,1227,1140,1140,1140
708,708,708,708,708,708,2304,708,708
620,620,620,620,620,620,620,620,620
713,713,713,713,713,713,1509,713,713
1489,1489,1489,1489,1489,1489,1489,1489,1489
412,412,412,412,412,412,333,412,412
392,392,550,392,392,550,211,372,392
438,438,438,438,438,438,520,438,438
281,281,281,281,281,281,1126,281,281
920,920,920,920,920,1333,1782,1333,920
359,359,359,359,359,359,3099,359,359
809,809,876,876,876,1128,876,877,876
1057,876,1128,809,809,1524,1118,876,809
362,362,625,362,362,625,625,362,362
1235,1235,1235,1235,1235,1235,1810,1235,1235
667,667,729,729,667,729,956,667,667
858,858,858,858,858,858,1113,858,469
698,698,1051,698,698,1051,1051,698,698
437,437,437,437,437,437,1047,437,437
246,246,246,246,246,246,350,246,617
441,441,441,441,441,441,1303,441,441
715,783,783,783,783,715,1036,783,783
254,254,254,254,254,254,315,254,254
468,935,935,468,468,468,979,468,935
1084,1084,1084,1084,1084,1084,1360,1084,1084
424,424,424,424,424,424,403,424,424
7226,7226,7226,7226,7445,7226,8128,7226,7226
1815,1815,1815,1815,1815,1815,1883,1815,1815
158,158,158,158,158,158,1424,158,158
1434,1434,1434,1434,1434,1434,1596,1434,1434
377,377,377,377,377,377,426,377,377
372,372,372,372,372,372,372,372,372
961,961,1122,961,961,961,1277,1122,961
107,107,107,107,107,107,107,107,107
814,1084,1141,1012,1012,1084,1012,1012,1012
230,230,230,230,230,230,770,230,230
643,643,643,643,643,643,3546,643,643
259,259,259,259,259,259,259,259,259
294,294,294,294,806,294,981,806,981
352,352,352,352,352,352,1082,352,352
731,731,731,731,731,731,2096,731,731
257,257,257,257,257,257,257,257,257
749,749,749,749,749,541,1420,749,749
526,993,1057,1057,1057,526,1057,1057,1057
1891,1891,1891,1891,1891,1891,3004,1891,1891
366,541,709,366,366,541,491,366,366
697,1200,1471,546,546,1200,995,546,697
1496,1798,1798,819,1280,1798,1496,819,1496
316,743,1002,316,316,1002,316,316,316
1132,1132,1132,1132,1132,1547,1352,1132,1132
306,306,306,306,306,306,306,306,306
1157,1157,1157,1157,1157,1157,1250,1157,1157
1479,1479,1479,1479,1479,2298,3089,1479,1479
1177,1177,1177,1177,1177,1177,1296,1177,1177
736,532,736,736,532,532,1293,532,810
566,566,566,640,640,362,1123,566,640
874,874,874,874,874,874,1067,874,874
917,917,917,1241,917,917,1380,917,917
7991,7991,7991,7991,7991,7991,8063,7991,7991
1874,1874,1874,1874,1874,1874,2987,1874,1874
648,648,648,648,648,648,1829,648,648
1327,1327,1327,1327,1327,1327,1412,1327,1327
239,239,239,239,239,239,779,239,239
284,284,284,284,284,284,284,284,284
1163,1163,1163,1163,1163,1163,1531,1310,1163
1955,2156,2156,1955,1955,2156,1955,1955,1955
353,353,746,353,353,746,580,353,353
588,588,588,588,588,588,1211,588,588
606,852,852,606,606,852,829,606,606
739,739,739,739,739,739,1497,739,739
1012,1012,1012,1012,1012,1012,1487,1012,1012
587,587,1061,699,587,1140,814,814,699
555,555,555,555,553,555,555,553,553
728,794,1100,729,729,1100,729,729,729
1184,1184,1333,1184,1184,1184,1515,1184,1333
417,417,417,417,417,417,417,417,417
558,558,558,558,558,558,1217,558,558
1560,1560,1560,1560,1560,1560,2673,1560,1560
320,751,751,560,320,751,320,751,320
366,366,366,366,366,366,704,461,366
2082,837,837,837,837,837,2944,837,2082
1088,1267,653,653,1054,653,714,653,1088
1412,1412,1147,1412,1412,1412,2623,1412,1412
533,1009,1009,211,533,211,317,533,533
1016,1016,1016,1016,1016,1016,3969,1016,1016
1035,482,482,421,1035,482,482,1205,482
345,597,345,345,345,345,1217,345,597
1011,1011,1011,1266,1011,1011,1011,1011,1478
3105,3673,4185,5168,1841,3105,2142,5168,1003
1998,2040,3028,1998,2258,2040,2040,1421,3028
1994,627,3375,1994,970,627,627,1994,970
1240,1193,1193,1240,1240,1240,1193,1193,1240
3664,3636,3664,3664,3664,3664,3636,3636,3664
1394,1394,1394,1394,1394,3662,1394,1399,1394
2386,3827,2386,2386,1672,1927,1927,857,2386
2516,3083,1090,1173,1240,2778,1524,1166,2409
2326,1833,2649,616,642,1833,1833,616,2649
1599,1599,1599,1599,1599,1599,1599,1599,1502
1363,1618,1363,1241,1363,1363,1413,1363,1363
1066,1306,927,1113,927,1306,1427,1113,927
376,376,600,546,376,376,376,376,376
2403,1776,3094,1776,1776,1776,1715,1776,1776
3923,3916,2528,3923,3923,3923,3605,3946,3808
901,901,901,901,901,778,2075,901,901
471,725,725,411,471,540,540,725,540
708,944,944,471,708,708,399,708,708
626,960,960,626,834,960,960,960,960
791,791,791,791,791,697,1222,791,791
897,897,897,897,897,983,983,897,897
373,518,789,555,823,373,518,982,823
1179,1341,1179,1179,733,1268,1753,1268,1461
1039,1039,1145,1039,1039,1039,1145,1039,1145
2171,1383,1383,1383,1383,1383,2318,1383,2171
773,773,520,520,520,520,995,520,520
381,442,381,381,381,381,442,381,381
371,638,463,371,371,371,371,371,371
2286,2472,2286,2286,2286,2286,2472,2286,2472
928,928,928,928,928,928,1386,928,928
305,305,305,305,305,305,2136,305,305
1523,995,995,995,693,479,2126,995,995
1129,1129,1129,1129,1344,1398,1229,1129,1129
569,569,569,569,569,569,916,569,569
1144,1144,1412,1144,1412,1331,1574,1144,1412
2182,1899,2182,1899,1899,1899,3012,1899,1899
422,422,422,422,422,422,649,422,422
700,700,700,700,700,700,581,700,700
371,371,371,371,371,371,1059,371,371
1586,1125,1125,1125,1125,1125,2023,1125,1125
564,896,896,896,642,564,1117,896,642
499,499,499,499,499,499,499,499,499
568,568,568,568,568,568,1440,568,568
384,384,384,384,384,384,384,384,384
739,739,739,739,739,739,1078,739,739
465,465,465,465,465,1113,1223,465,465
266,266,338,266,266,338,266,266,266
470,470,470,470,470,470,1347,470,470
295,295,295,295,295,295,295,295,295
521,925,925,925,957,521,1209,925,957
566,566,724,566,566,566,385,566,385
595,595,601,595,601,601,601,595,601
623,1271,1271,1271,1271,1271,1479,623,1271
1468,1468,1468,1468,1468,1468,3423,1468,1468
785,785,785,785,785,785,1152,785,785
1509,1509,1566,1509,1566,1509,1581,1509,1566
1635,1635,1635,1635,1635,1635,2749,1635,1635
1478,1478,1478,1478,1478,1478,1638,1478,1478
2507,2333,1510,2333,2333,725,3433,2333,2333
